checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
21.0,28.0,20.0,21.0,165.0,72.2,69.7,69.2,69.0,68.1,83.0,76.0,74.0,74.0,74.0,2.5,0.5,0.2,0.9,4.1,7.0,2.0,0.0,0.0,9.0
22.0,18.0,22.0,23.0,167.0,68.0,66.4,66.7,66.7,65.3,84.0,88.0,82.0,80.0,80.0,1.6,-0.3,0.0,1.4,2.7,-4.0,6.0,2.0,0.0,4.0
22.0,25.0,26.0,13.0,158.0,70.0,67.1,67.8,66.5,65.0,86.5,82.8,80.8,79.8,79.5,2.9,-0.7,1.3,1.5,5.0,3.7,2.0,1.0,0.3,7.0
28.0,28.0,28.0,28.0,165.0,60.4,59.5,59.0,59.0,59.5,80.0,75.0,78.0,77.0,77.0,0.9,0.5,0.0,-0.5,0.9,5.0,-3.0,1.0,0.0,3.0
23.0,28.0,27.0,18.0,183.0,103.0,100.8,99.2,98.8,98.2,99.0,96.5,95.0,94.0,94.0,2.2,1.6,0.4,0.6,4.8,2.5,1.5,1.0,0.0,5.0
24.0,26.0,23.0,17.0,158.0,53.2,52.2,51.8,51.6,51.5,70.0,67.5,66.5,66.0,66.0,1.0,0.4,0.2,0.1,1.7,2.5,1.0,0.5,0.0,4.0
24.0,25.0,24.0,22.0,169.0,68.0,65.5,63.5,64.1,62.6,81.0,79.0,77.0,75.0,74.0,2.5,2.0,-0.6,1.5,5.4,2.0,2.0,2.0,1.0,7.0
23.0,23.0,23.0,4.0,160.0,60.1,57.9,57.1,58.0,57.7,86.0,86.0,84.5,85.0,84.5,2.2,0.8,-0.9,0.3,2.4,0.0,1.5,-0.5,0.5,1.5
28.0,28.0,28.0,28.0,158.0,65.4,65.2,64.9,64.0,62.5,78.0,76.5,75.0,73.0,72.5,0.2,0.3,0.9,1.5,2.9,1.5,1.5,2.0,0.5,5.5
24.0,28.0,25.0,28.0,165.0,51.0,50.0,49.5,50.0,49.5,66.5,65.0,63.0,63.0,62.5,1.0,0.5,-0.5,0.5,1.5,1.5,2.0,0.0,0.5,4.0
28.0,28.0,28.0,28.0,163.0,56.2,54.6,54.1,53.0,53.1,72.0,70.0,69.0,67.0,67.0,1.6,0.5,1.1,-0.1,3.1,2.0,1.0,2.0,0.0,5.0
28.0,28.0,26.0,24.0,166.0,67.0,63.5,63.7,62.8,62.0,80.0,77.0,74.0,72.0,71.0,3.5,-0.2,0.9,0.8,5.0,3.0,3.0,2.0,1.0,9.0
23.0,25.0,27.0,27.0,165.0,92.2,91.0,90.8,89.0,87.8,99.0,98.5,98.5,96.0,95.0,1.2,0.2,1.8,1.2,4.4,0.5,0.0,2.5,1.0,4.0
27.0,27.0,28.0,28.0,158.0,56.1,55.7,55.1,54.4,54.3,77.0,77.0,74.0,72.0,72.0,0.4,0.6,0.7,0.1,1.8,0.0,3.0,2.0,0.0,5.0
23.0,27.0,27.0,24.0,163.0,63.0,61.2,60.6,60.0,59.0,83.0,79.0,77.0,75.0,74.0,1.8,0.6,0.6,1.0,4.0,4.0,2.0,2.0,1.0,9.0
22.0,24.0,22.0,15.0,165.0,66.3,64.7,64.5,64.3,64.7,76.0,73.5,73.0,73.0,72.0,1.6,0.2,0.2,-0.4,1.6,2.5,0.5,0.0,1.0,4.0
25.0,1.0,5.0,1.0,171.0,78.7,77.7,77.0,77.0,76.2,98.5,96.5,95.0,93.0,91.5,1.0,0.7,0.0,0.8,2.5,2.0,1.5,2.0,1.5,7.0
16.0,22.0,22.0,23.0,170.0,56.9,54.9,55.7,56.1,55.4,77.4,74.5,75.5,73.8,73.8,2.0,-0.8,-0.4,0.7,1.5,2.9,-1.0,1.7,0.0,3.6
14.0,2.0,2.0,1.0,180.0,86.0,83.2,81.8,81.8,81.4,96.0,91.0,89.0,88.0,87.0,2.8,1.4,0.0,0.4,4.6,5.0,2.0,1.0,1.0,9.0
22.0,26.0,24.0,21.0,160.0,53.0,51.5,51.5,51.1,50.5,72.0,71.0,70.5,70.5,69.0,1.5,0.0,0.4,0.6,2.5,1.0,0.5,0.0,1.5,3.0
21.0,26.0,24.0,25.0,158.0,57.4,55.5,54.5,54.5,54.0,72.0,73.0,70.0,70.0,70.0,1.9,1.0,0.0,0.5,3.4,-1.0,3.0,0.0,0.0,2.0
22.0,21.0,20.0,16.0,178.0,108.4,106.4,105.0,105.0,105.0,111.0,108.0,106.0,106.0,105.0,2.0,1.4,0.0,0.0,3.4,3.0,2.0,0.0,1.0,6.0
22.0,28.0,25.0,17.0,168.0,64.5,64.0,63.5,63.3,63.1,80.0,79.0,78.0,77.0,76.0,0.5,0.5,0.2,0.2,1.4,1.0,1.0,1.0,1.0,4.0
24.0,27.0,26.0,17.0,163.0,58.6,58.0,57.4,56.8,57.0,71.0,69.5,68.5,68.0,67.0,0.6,0.6,0.6,-0.2,1.6,1.5,1.0,0.5,1.0,4.0
28.0,27.0,28.0,28.0,165.0,74.6,72.1,70.0,69.2,68.3,96.0,92.0,92.0,90.0,90.0,2.5,2.1,0.8,0.9,6.3,4.0,0.0,2.0,0.0,6.0
11.0,4.0,8.0,10.0,167.0,62.5,61.5,60.7,60.7,60.0,78.0,73.0,73.0,63.0,73.0,1.0,0.8,0.0,0.7,2.5,5.0,0.0,10.0,-10.0,5.0
24.0,28.0,28.0,26.0,162.0,56.0,55.3,54.4,53.9,53.3,73.0,70.5,70.0,69.0,66.0,0.7,0.9,0.5,0.6,2.7,2.5,0.5,1.0,3.0,7.0
24.0,28.0,28.0,28.0,165.0,75.3,74.2,73.7,72.2,71.4,98.0,96.0,95.0,93.0,93.0,1.1,0.5,1.5,0.8,3.9,2.0,1.0,2.0,0.0,5.0
23.0,25.0,21.0,21.0,164.0,71.0,67.5,67.5,66.4,65.9,91.0,87.0,87.0,84.0,83.0,3.5,0.0,1.1,0.5,5.1,4.0,0.0,3.0,1.0,8.0
24.0,26.0,25.0,26.0,160.0,51.3,50.1,49.5,49.2,48.4,66.0,65.0,64.0,62.0,62.0,1.2,0.6,0.3,0.8,2.9,1.0,1.0,2.0,0.0,4.0
23.0,28.0,28.0,25.0,160.0,50.3,49.0,49.1,48.9,49.3,68.0,66.0,64.5,65.0,64.5,1.3,-0.1,0.2,-0.4,1.0,2.0,1.5,-0.5,0.5,3.5
24.0,26.0,27.0,15.0,161.0,67.4,66.0,65.0,64.5,64.0,88.0,86.0,85.0,85.0,83.0,1.4,1.0,0.5,0.5,3.4,2.0,1.0,0.0,2.0,5.0
0.0,0.0,16.0,11.0,160.0,56.5,55.6,55.6,55.5,55.0,73.0,72.0,72.0,71.0,71.0,0.9,0.0,0.1,0.5,1.5,1.0,0.0,1.0,0.0,2.0
24.0,28.0,28.0,28.0,168.0,66.5,63.5,62.9,61.0,60.0,81.0,79.0,77.0,76.0,73.0,3.0,0.6,1.9,1.0,6.5,2.0,2.0,1.0,3.0,8.0
11.0,6.0,4.0,5.0,168.0,68.0,66.5,66.2,66.0,66.0,90.0,86.0,86.0,84.0,88.0,1.5,0.3,0.2,0.0,2.0,4.0,0.0,2.0,-4.0,2.0
19.0,14.0,12.0,1.0,174.0,76.0,75.0,74.4,73.7,73.9,87.0,85.0,83.0,86.0,83.0,1.0,0.6,0.7,-0.2,2.1,2.0,2.0,-3.0,3.0,4.0
21.0,17.0,12.0,14.0,172.0,88.0,84.7,83.2,81.7,81.7,100.0,98.0,96.0,92.0,95.0,3.3,1.5,1.5,0.0,6.3,2.0,2.0,4.0,-3.0,5.0
23.0,22.0,10.0,0.0,168.0,73.6,72.9,72.5,72.0,71.3,96.0,95.0,92.0,88.0,88.0,0.7,0.4,0.5,0.7,2.3,1.0,3.0,4.0,0.0,8.0
15.0,17.0,12.0,8.0,175.0,109.0,107.0,106.0,105.0,104.0,115.0,114.0,112.0,111.0,110.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0
20.0,22.0,19.0,17.0,160.0,55.3,54.5,54.0,53.8,53.5,68.0,66.0,66.0,67.0,67.0,0.8,0.5,0.2,0.3,1.8,2.0,0.0,-1.0,0.0,1.0
22.0,28.0,24.0,24.0,167.0,57.8,56.8,56.5,56.3,56.0,77.0,75.0,74.0,73.5,71.5,1.0,0.3,0.2,0.3,1.8,2.0,1.0,0.5,2.0,5.5
21.0,15.0,20.0,17.0,163.0,61.0,60.0,59.5,59.0,59.0,75.5,71.0,70.0,69.0,69.0,1.0,0.5,0.5,0.0,2.0,4.5,1.0,1.0,0.0,6.5
21.0,25.0,23.0,22.0,168.0,70.0,69.0,68.6,68.0,66.7,78.0,74.0,74.0,72.0,72.0,1.0,0.4,0.6,1.3,3.3,4.0,0.0,2.0,0.0,6.0
21.0,22.0,23.0,20.0,178.0,87.0,84.6,83.4,83.0,82.0,94.0,94.0,91.0,91.5,91.5,2.4,1.2,0.4,1.0,5.0,0.0,3.0,-0.5,0.0,2.5
23.0,25.0,25.0,23.0,181.0,92.8,91.2,90.2,90.7,89.9,87.0,84.0,82.0,81.0,79.0,1.6,1.0,-0.5,0.8,2.9,3.0,2.0,1.0,2.0,8.0
23.0,28.0,28.0,28.0,160.0,58.0,57.7,57.5,58.1,57.0,79.0,80.0,79.0,79.0,78.0,0.3,0.2,-0.6,1.1,1.0,-1.0,1.0,0.0,1.0,1.0
20.0,26.0,26.0,15.0,163.0,60.0,59.9,59.9,59.8,59.3,76.5,74.5,74.0,74.0,74.0,0.1,0.0,0.1,0.5,0.7,2.0,0.5,0.0,0.0,2.5
28.0,28.0,28.0,28.0,153.0,56.0,54.5,53.5,53.3,52.3,78.0,78.0,77.5,77.5,77.4,1.5,1.0,0.2,1.0,3.7,0.0,0.5,0.0,0.1,0.6
24.0,26.0,24.0,20.0,168.0,62.9,60.9,60.2,60.0,60.0,75.0,72.0,70.0,69.0,68.0,2.0,0.7,0.2,0.0,2.9,3.0,2.0,1.0,1.0,7.0
21.0,23.0,22.0,18.0,163.0,56.2,54.0,53.6,52.9,51.0,70.0,69.5,68.0,67.5,66.5,2.2,0.4,0.7,1.9,5.2,0.5,1.5,0.5,1.0,3.5
22.0,26.0,26.0,28.0,149.0,44.1,43.8,43.3,43.5,43.4,66.0,62.0,62.0,62.0,62.0,0.3,0.5,-0.2,0.1,0.7,4.0,0.0,0.0,0.0,4.0
16.0,19.0,12.0,12.0,160.0,58.6,57.3,57.4,57.7,56.9,77.0,72.0,70.0,69.5,69.0,1.3,-0.1,-0.3,0.8,1.7,5.0,2.0,0.5,0.5,8.0
19.0,18.0,8.0,2.0,148.0,63.0,61.7,60.4,60.4,59.8,78.0,77.0,74.5,76.0,76.0,1.3,1.3,0.0,0.6,3.2,1.0,2.5,-1.5,0.0,2.0
6.0,10.0,11.0,16.0,158.0,47.0,46.0,46.0,45.5,44.0,66.0,64.0,63.0,61.0,65.0,1.0,0.0,0.5,1.5,3.0,2.0,1.0,2.0,-4.0,1.0
8.0,4.0,3.0,0.0,178.0,84.6,83.3,83.6,81.9,81.8,94.0,94.5,91.5,89.0,89.0,1.3,-0.3,1.7,0.1,2.8,-0.5,3.0,2.5,0.0,5.0
7.0,7.0,1.0,2.0,165.0,60.0,58.8,57.5,57.1,57.8,78.0,77.0,73.4,75.6,74.0,1.2,1.3,0.4,-0.7,2.2,1.0,3.6,-2.2,1.6,4.0
18.0,24.0,25.0,24.0,168.0,74.0,72.0,72.0,71.2,70.5,88.0,85.0,85.0,83.0,83.0,2.0,0.0,0.8,0.7,3.5,3.0,0.0,2.0,0.0,5.0
24.0,21.0,15.0,11.0,159.0,54.5,53.5,52.2,52.8,51.0,78.0,76.0,75.0,75.0,76.0,1.0,1.3,-0.6,1.8,3.5,2.0,1.0,0.0,-1.0,2.0
22.0,25.0,25.0,26.0,160.0,62.0,60.1,60.3,59.0,58.0,85.0,81.0,79.0,79.0,76.0,1.9,-0.2,1.3,1.0,4.0,4.0,2.0,0.0,3.0,9.0
23.0,27.0,25.0,20.0,164.0,52.0,51.4,52.0,51.8,51.8,69.0,69.0,68.0,68.5,68.0,0.6,-0.6,0.2,0.0,0.2,0.0,1.0,-0.5,0.5,1.0
14.0,11.0,3.0,11.0,161.0,68.0,67.1,66.7,66.5,66.0,89.0,86.0,84.0,83.0,83.0,0.9,0.4,0.2,0.5,2.0,3.0,2.0,1.0,0.0,6.0
24.0,25.0,20.0,20.0,170.0,65.6,64.5,63.9,62.7,62.4,73.5,73.0,71.0,68.0,67.0,1.1,0.6,1.2,0.3,3.2,0.5,2.0,3.0,1.0,6.5
22.0,26.0,25.0,22.0,160.0,51.0,49.7,50.3,49.8,49.8,68.0,67.5,66.0,66.0,65.0,1.3,-0.6,0.5,0.0,1.2,0.5,1.5,0.0,1.0,3.0
10.0,15.0,17.0,7.0,156.0,54.5,52.9,53.0,51.6,51.6,71.0,67.0,64.0,63.0,63.0,1.6,-0.1,1.4,0.0,2.9,4.0,3.0,1.0,0.0,8.0
21.0,24.0,24.0,18.0,163.0,53.1,51.7,51.5,52.0,52.0,70.0,68.0,66.0,66.0,65.0,1.4,0.2,-0.5,0.0,1.1,2.0,2.0,0.0,1.0,5.0
21.0,26.0,27.0,19.0,162.0,57.6,57.0,56.8,56.8,56.4,74.0,72.0,70.0,68.0,67.0,0.6,0.2,0.0,0.4,1.2,2.0,2.0,2.0,1.0,7.0
19.0,18.0,12.0,7.0,160.0,72.0,69.6,69.9,70.1,69.8,89.0,88.0,88.0,88.0,85.0,2.4,-0.3,-0.2,0.3,2.2,1.0,0.0,0.0,3.0,4.0
24.0,28.0,23.0,21.0,163.0,56.5,56.1,55.7,55.5,55.0,75.0,75.0,73.0,72.5,69.0,0.4,0.4,0.2,0.5,1.5,0.0,2.0,0.5,3.5,6.0
24.0,27.0,24.0,18.0,155.0,62.8,61.8,61.7,61.3,60.8,86.0,84.0,82.0,81.0,80.0,1.0,0.1,0.4,0.5,2.0,2.0,2.0,1.0,1.0,6.0
24.0,28.0,28.0,28.0,163.0,71.0,69.7,68.7,68.7,67.7,94.0,93.0,90.0,90.5,90.0,1.3,1.0,0.0,1.0,3.3,1.0,3.0,-0.5,0.5,4.0
21.0,20.0,12.0,6.0,179.0,86.0,82.7,81.4,80.9,81.0,99.0,91.0,90.0,91.0,90.0,3.3,1.3,0.5,-0.1,5.0,8.0,1.0,-1.0,1.0,9.0
22.0,24.0,21.0,16.0,159.0,56.5,55.5,54.2,54.9,54.2,72.0,69.0,68.0,68.0,67.0,1.0,1.3,-0.7,0.7,2.3,3.0,1.0,0.0,1.0,5.0
19.0,22.0,24.0,17.0,168.0,59.5,57.0,56.7,56.4,56.6,84.0,81.0,81.0,77.0,74.0,2.5,0.3,0.3,-0.2,2.9,3.0,0.0,4.0,3.0,10.0
11.0,12.0,14.0,10.0,158.0,58.5,56.8,55.8,56.0,55.5,75.0,74.0,70.0,69.0,69.0,1.7,1.0,-0.2,0.5,3.0,1.0,4.0,1.0,0.0,6.0
20.0,27.0,27.0,24.0,170.0,69.5,68.0,66.8,65.9,65.7,80.0,79.0,77.0,76.0,75.0,1.5,1.2,0.9,0.2,3.8,1.0,2.0,1.0,1.0,5.0
23.0,24.0,25.0,17.0,153.0,48.0,45.9,46.0,45.5,46.2,70.5,69.5,69.5,68.5,68.5,2.1,-0.1,0.5,-0.7,1.8,1.0,0.0,1.0,0.0,2.0
23.0,27.0,27.0,27.0,158.0,66.0,64.4,63.0,62.0,61.7,87.0,85.5,83.0,82.0,81.0,1.6,1.4,1.0,0.3,4.3,1.5,2.5,1.0,1.0,6.0
21.0,23.0,23.0,24.0,163.0,68.7,67.1,65.8,65.9,64.5,76.7,76.0,74.5,74.0,68.5,1.6,1.3,-0.1,1.4,4.2,0.7,1.5,0.5,5.5,8.2
21.0,19.0,22.0,16.0,168.0,71.0,68.2,67.9,68.3,68.2,86.2,82.0,82.0,81.0,80.0,2.8,0.3,-0.4,0.1,2.8,4.2,0.0,1.0,1.0,6.2
21.0,21.0,13.0,20.0,168.0,59.5,58.5,58.3,58.1,57.8,72.0,71.0,69.0,68.0,69.0,1.0,0.2,0.2,0.3,1.7,1.0,2.0,1.0,-1.0,3.0
18.0,21.0,18.0,17.0,160.0,70.0,69.6,68.5,67.8,66.5,84.0,84.0,83.0,80.0,80.0,0.4,1.1,0.7,1.3,3.5,0.0,1.0,3.0,0.0,4.0
21.0,25.0,25.0,15.0,165.0,55.6,54.9,54.0,53.0,53.0,65.0,64.5,63.0,62.5,62.0,0.7,0.9,1.0,0.0,2.6,0.5,1.5,0.5,0.5,3.0
22.0,22.0,24.0,20.0,170.0,63.6,62.2,61.9,61.0,60.2,78.9,77.0,76.5,75.0,74.0,1.4,0.3,0.9,0.8,3.4,1.9,0.5,1.5,1.0,4.9
22.0,22.0,20.0,18.0,161.0,83.0,79.9,79.6,78.0,77.3,83.0,80.0,80.0,78.0,76.0,3.1,0.3,1.6,0.7,5.7,3.0,0.0,2.0,2.0,7.0
18.0,19.0,16.0,8.0,173.0,68.0,67.1,67.2,66.9,66.5,77.0,72.0,72.0,72.0,70.5,0.9,-0.1,0.3,0.4,1.5,5.0,0.0,0.0,1.5,6.5
23.0,25.0,27.0,27.0,157.0,52.5,51.0,51.0,50.5,50.5,76.0,74.5,74.0,74.0,74.0,1.5,0.0,0.5,0.0,2.0,1.5,0.5,0.0,0.0,2.0
16.0,19.0,11.0,8.0,175.0,59.5,58.5,58.0,56.5,57.0,66.0,64.5,64.0,63.0,63.0,1.0,0.5,1.5,-0.5,2.5,1.5,0.5,1.0,0.0,3.0
23.0,25.0,26.0,22.0,158.0,52.0,50.1,49.3,48.8,47.9,67.0,66.0,62.5,63.5,62.0,1.9,0.8,0.5,0.9,4.1,1.0,3.5,-1.0,1.5,5.0
20.0,27.0,27.0,25.0,160.0,52.0,50.4,51.0,51.0,50.8,68.0,66.0,66.0,66.0,65.0,1.6,-0.6,0.0,0.2,1.2,2.0,0.0,0.0,1.0,3.0
17.0,28.0,18.0,17.0,163.0,71.4,69.4,68.2,68.2,67.0,95.5,90.0,90.0,90.0,89.0,2.0,1.2,0.0,1.2,4.4,5.5,0.0,0.0,1.0,6.5
23.0,24.0,21.0,22.0,160.0,58.0,56.8,56.7,56.9,56.3,90.0,88.0,84.0,83.0,80.3,1.2,0.1,-0.2,0.6,1.7,2.0,4.0,1.0,2.7,9.7
12.0,21.0,18.0,6.0,160.0,53.5,52.0,51.8,51.9,51.9,76.0,70.0,70.0,69.0,70.0,1.5,0.2,-0.1,0.0,1.6,6.0,0.0,1.0,-1.0,6.0
19.0,22.0,23.0,22.0,163.0,58.8,57.5,56.9,57.5,56.0,70.0,67.0,66.0,66.0,64.0,1.3,0.6,-0.6,1.5,2.8,3.0,1.0,0.0,2.0,6.0
20.0,23.0,26.0,18.0,166.0,58.0,57.5,57.0,56.5,55.5,71.0,69.0,69.0,68.0,63.0,0.5,0.5,0.5,1.0,2.5,2.0,0.0,1.0,5.0,8.0
22.0,19.0,17.0,14.0,168.0,67.2,66.8,65.8,65.0,65.8,82.3,82.0,81.8,81.5,81.5,0.4,1.0,0.8,-0.8,1.4,0.3,0.2,0.3,0.0,0.8
23.0,18.0,19.0,17.0,157.0,56.0,55.3,54.9,54.4,54.0,73.0,72.0,71.0,70.0,69.0,0.7,0.4,0.5,0.4,2.0,1.0,1.0,1.0,1.0,4.0
20.0,17.0,13.0,2.0,168.0,90.2,90.0,89.0,88.0,88.0,96.0,93.0,92.0,92.0,91.0,0.2,1.0,1.0,0.0,2.2,3.0,1.0,0.0,1.0,5.0
23.0,28.0,27.0,24.0,169.0,70.0,69.0,68.8,69.2,67.8,79.0,79.0,77.0,76.0,75.0,1.0,0.2,-0.4,1.4,2.2,0.0,2.0,1.0,1.0,4.0
10.0,19.0,18.0,12.0,169.0,71.0,69.5,69.0,69.0,68.5,87.0,84.0,82.0,81.0,80.0,1.5,0.5,0.0,0.5,2.5,3.0,2.0,1.0,1.0,7.0
18.0,23.0,23.0,4.0,175.0,75.8,74.3,72.9,72.4,72.0,100.0,99.0,96.0,96.0,96.0,1.5,1.4,0.5,0.4,3.8,1.0,3.0,0.0,0.0,4.0
18.0,21.0,19.0,16.0,160.0,63.4,61.1,60.6,60.2,59.6,88.0,86.0,83.0,81.0,78.0,2.3,0.5,0.4,0.6,3.8,2.0,3.0,2.0,3.0,10.0
18.0,23.0,23.0,18.0,169.0,81.0,79.3,78.2,77.3,77.8,98.0,95.0,96.0,94.0,97.0,1.7,1.1,0.9,-0.5,3.2,3.0,-1.0,2.0,-3.0,1.0
18.0,17.0,15.0,8.0,156.0,59.0,57.0,57.5,56.5,56.0,82.0,78.5,77.0,74.5,72.0,2.0,-0.5,1.0,0.5,3.0,3.5,1.5,2.5,2.5,10.0
15.0,22.0,6.0,0.0,156.0,65.6,64.4,64.2,64.0,63.6,85.0,82.0,81.0,78.0,78.0,1.2,0.2,0.2,0.4,2.0,3.0,1.0,3.0,0.0,7.0
22.0,27.0,27.0,26.0,162.0,63.0,60.9,59.7,59.1,58.0,84.0,83.0,84.0,82.5,80.5,2.1,1.2,0.6,1.1,5.0,1.0,-1.0,1.5,2.0,3.5
22.0,28.0,27.0,22.0,170.0,75.0,74.2,73.0,72.0,71.7,90.0,87.0,85.0,84.0,83.0,0.8,1.2,1.0,0.3,3.3,3.0,2.0,1.0,1.0,7.0
23.0,24.0,28.0,25.0,168.0,71.3,70.7,70.3,70.0,70.0,83.0,80.0,80.0,79.0,78.0,0.6,0.4,0.3,0.0,1.3,3.0,0.0,1.0,1.0,5.0
18.0,14.0,15.0,9.0,170.0,66.6,64.3,63.7,62.9,63.4,79.0,79.0,78.0,78.7,75.5,2.3,0.6,0.8,-0.5,3.2,0.0,1.0,-0.7,3.2,3.5
23.0,26.0,27.0,26.0,165.0,60.5,58.7,58.4,57.0,57.5,74.0,73.0,72.0,71.0,71.0,1.8,0.3,1.4,-0.5,3.0,1.0,1.0,1.0,0.0,3.0
23.0,28.0,28.0,21.0,164.0,66.8,64.8,63.4,63.5,62.9,80.0,76.0,74.0,73.0,72.0,2.0,1.4,-0.1,0.6,3.9,4.0,2.0,1.0,1.0,8.0
15.0,9.0,0.0,0.0,165.0,70.9,69.0,68.6,68.4,68.2,88.0,85.0,86.0,86.0,84.0,1.9,0.4,0.2,0.2,2.7,3.0,-1.0,0.0,2.0,4.0
21.0,16.0,10.0,2.0,158.0,54.2,52.9,53.5,54.2,53.9,70.0,67.0,68.0,70.0,66.0,1.3,-0.6,-0.7,0.3,0.3,3.0,-1.0,-2.0,4.0,4.0
10.0,0.0,2.0,0.0,169.0,75.0,74.0,73.0,72.4,71.4,98.0,97.0,95.0,95.0,95.0,1.0,1.0,0.6,1.0,3.6,1.0,2.0,0.0,0.0,3.0
21.0,25.0,24.0,24.0,160.0,60.0,58.7,58.2,58.1,57.0,78.0,74.0,72.0,75.0,73.0,1.3,0.5,0.1,1.1,3.0,4.0,2.0,-3.0,2.0,5.0
23.0,27.0,27.0,27.0,160.0,62.0,61.5,61.5,61.4,61.0,74.0,73.0,73.0,73.0,73.0,0.5,0.0,0.1,0.4,1.0,1.0,0.0,0.0,0.0,1.0
22.0,23.0,22.0,19.0,167.0,90.7,88.5,88.8,88.4,86.9,88.0,82.0,84.0,83.0,81.0,2.2,-0.3,0.4,1.5,3.8,6.0,-2.0,1.0,2.0,7.0
24.0,24.0,28.0,21.0,158.0,61.0,60.0,59.7,58.9,58.3,68.0,66.0,66.0,65.0,64.0,1.0,0.3,0.8,0.6,2.7,2.0,0.0,1.0,1.0,4.0
18.0,22.0,23.0,22.0,158.0,66.5,65.5,65.6,65.2,65.0,88.0,86.0,86.0,84.0,84.0,1.0,-0.1,0.4,0.2,1.5,2.0,0.0,2.0,0.0,4.0
22.0,26.0,19.0,21.0,172.0,85.4,83.5,83.0,81.0,79.6,85.0,82.0,81.0,79.0,78.0,1.9,0.5,2.0,1.4,5.8,3.0,1.0,2.0,1.0,7.0
23.0,25.0,27.0,28.0,159.0,54.0,52.8,53.0,53.2,53.5,70.5,70.0,70.0,69.5,69.5,1.2,-0.2,-0.2,-0.3,0.5,0.5,0.0,0.5,0.0,1.0
21.0,26.0,25.0,15.0,183.0,80.7,79.4,78.5,78.5,78.1,82.0,81.0,81.0,80.0,80.0,1.3,0.9,0.0,0.4,2.6,1.0,0.0,1.0,0.0,2.0
24.0,27.0,27.0,28.0,176.0,98.9,95.5,95.0,94.2,93.2,101.0,98.0,93.0,93.0,93.0,3.4,0.5,0.8,1.0,5.7,3.0,5.0,0.0,0.0,8.0
10.0,22.0,28.0,19.0,161.0,53.5,51.5,52.0,50.5,51.0,72.0,69.0,69.0,68.5,67.0,2.0,-0.5,1.5,-0.5,2.5,3.0,0.0,0.5,1.5,5.0
23.0,28.0,28.0,28.0,158.0,66.7,65.5,64.6,63.7,63.6,84.0,83.0,80.5,80.5,79.5,1.2,0.9,0.9,0.1,3.1,1.0,2.5,0.0,1.0,4.5
23.0,27.0,27.0,22.0,176.0,78.8,75.3,73.8,72.2,70.5,90.0,86.0,86.0,83.0,83.0,3.5,1.5,1.6,1.7,8.3,4.0,0.0,3.0,0.0,7.0
23.0,23.0,22.0,24.0,153.0,60.0,58.6,58.0,57.0,56.0,93.0,92.0,94.0,87.0,83.0,1.4,0.6,1.0,1.0,4.0,1.0,-2.0,7.0,4.0,10.0
23.0,26.0,24.0,27.0,160.0,57.8,55.7,55.4,55.5,55.0,76.0,70.0,71.0,71.0,70.0,2.1,0.3,-0.1,0.5,2.8,6.0,-1.0,0.0,1.0,6.0
22.0,26.0,26.0,26.0,160.0,61.0,59.7,58.0,57.6,57.0,76.0,75.5,75.0,73.5,73.0,1.3,1.7,0.4,0.6,4.0,0.5,0.5,1.5,0.5,3.0
17.0,17.0,17.0,13.0,160.0,59.3,58.2,57.6,56.5,55.9,75.0,68.5,66.5,66.5,65.0,1.1,0.6,1.1,0.6,3.4,6.5,2.0,0.0,1.5,10.0
19.0,27.0,28.0,28.0,167.0,73.0,71.5,71.0,71.0,70.0,96.0,95.0,94.5,92.0,91.0,1.5,0.5,0.0,1.0,3.0,1.0,0.5,2.5,1.0,5.0
20.0,20.0,23.0,20.0,168.0,62.0,61.8,62.0,61.0,61.0,76.0,75.0,74.0,73.0,73.0,0.2,-0.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0
24.0,28.0,28.0,27.0,165.0,67.0,65.0,64.4,62.7,62.5,78.0,74.5,73.0,70.0,70.0,2.0,0.6,1.7,0.2,4.5,3.5,1.5,3.0,0.0,8.0
24.0,28.0,26.0,28.0,163.0,53.3,50.6,50.1,50.3,49.4,70.0,64.0,63.0,63.0,63.0,2.7,0.5,-0.2,0.9,3.9,6.0,1.0,0.0,0.0,7.0
23.0,25.0,19.0,27.0,164.0,58.0,57.0,56.3,56.0,55.6,69.0,68.0,68.0,67.0,67.0,1.0,0.7,0.3,0.4,2.4,1.0,0.0,1.0,0.0,2.0
19.0,27.0,27.0,27.0,170.0,79.5,77.1,75.0,74.7,73.8,103.0,101.0,99.0,97.0,95.0,2.4,2.1,0.3,0.9,5.7,2.0,2.0,2.0,2.0,8.0
17.0,24.0,16.0,26.0,167.0,75.5,73.5,72.0,72.0,71.0,90.0,82.0,80.0,80.0,80.0,2.0,1.5,0.0,1.0,4.5,8.0,2.0,0.0,0.0,10.0
15.0,17.0,14.0,17.0,167.0,78.0,76.1,75.6,74.3,74.0,87.0,85.0,85.0,83.0,81.5,1.9,0.5,1.3,0.3,4.0,2.0,0.0,2.0,1.5,5.5
